"Folio de Factura","Fecha","No. OC Cliente","Ref. cliente","Cliente","Producto","Cantidad","Categoría de producto","Estado","Tipo"
"f27582",2021-04-19,"f2758234","ramos ii","yanfeng international automotive technology mexico","y0160815 ptnu725fc ar 1tb 18 u725 floor console caja hsc",30,"carton producto terminado carton","posted","Empaques Primarios"
"f27583",2021-04-19,"f2758335","17","po lighting mexico","n61506764 n61506764 kit",100,"carton kit carton","posted","Kits de Empaque"
"f27584",2021-04-19,"f2758436","17","po lighting mexico","n61506859 kit bp=48cp2194 sht=1 lpdjuego de caja y celdilla ws 76 programa ws wagonner area 1",220,"carton kit carton","posted","Empaques Primarios"
"f27585",2021-04-19,"f2758537","17","po lighting mexico","n61506694 n61506694 celda armada",12,"carton producto terminado carton","posted","Otros"
"f27585",2021-04-19,"f2758537","17","po lighting mexico","n61506695 n61506695 kit",12,"carton kit carton","posted","Kits de Empaque"
"f27585",2021-04-19,"f2758537","17","po lighting mexico","n61506747 n61507747 kit",60,"carton kit carton","posted","Kits de Empaque"
"f27585",2021-04-19,"f2758537","17","po lighting mexico","n61506808 n61506808 kit",30,"carton kit carton","posted","Kits de Empaque"
"f27586",2021-04-19,"f2758638","ramos ii","yanfeng international automotive technology mexico","w04003c returnable pkg yo232764 universal steel rack and textil dunnage w04003c returnable pkg yo232764 universal steel rack and textil dunnage",2,"retornable producto terminado retornable","posted","Materiales de Protección"
"f27586",2021-04-19,"f2758638","ramos ii","yanfeng international automotive technology mexico","w04003c returnable pkg yo232759 universal steel rack and textil dunnage w04003c returnable pkg yo232759 universal steel rack and textil dunnage",6,"retornable producto terminado retornable","posted","Materiales de Protección"
"f27587",2021-04-19,"f2758739","34","denso mexico","mx9890010650 pallet 330 mca acp pallet 330 mca acp",4,"carton kit carton","posted","Contenedores y Tarimas"
"f27588",2021-04-20,"f2758840","17","po lighting mexico","n61506619 n61506619 caja",10,"carton producto terminado carton","posted","Empaques Primarios"
"f27588",2021-04-20,"f2758840","17","po lighting mexico","n61506764 n61506764 kit",20,"carton kit carton","posted","Kits de Empaque"
"f27589",2021-04-20,"f2758941","17","po lighting mexico","n61506706 n61506706 celdado",30,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27589",2021-04-20,"f2758941","17","po lighting mexico","n61506707 n61506707 caja",6,"carton producto terminado carton","posted","Empaques Primarios"
"f27590",2021-04-20,"f2759042","17","po lighting mexico","n61506809 n61506809 kit",90,"carton kit carton","posted","Kits de Empaque"
"f27591",2021-04-20,"f2759143","17","po lighting mexico","n61506859 kit bp=48cp2194 sht=1 lpdjuego de caja y celdilla ws 76 programa ws wagonner area 1",130,"carton kit carton","posted","Empaques Primarios"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","caja 180022260 180022260",100,"carton producto terminado carton","posted","Empaques Primarios"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","caja rsc 180302840 180302840",100,"carton producto terminado carton","posted","Empaques Primarios"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180304200 caja 180304200",130,"carton producto terminado carton","posted","Empaques Primarios"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180205110 celda armada 180205110 celda armada",110,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180201610 celda armada 180201610",300,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180201620 divisor 180201620",200,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180100800 linner bmw cmp1245 liner 180100800 linner bmw",3000,"carton producto comercializacion carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180003720 caja rsc 180003720 caja rsc",200,"carton producto terminado carton","posted","Empaques Primarios"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","celda armada 180302870 180302870",50,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","caja rsc 180020690 180020690",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180010240 armada 180010240",50,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","cmp1211 linner 184003040 ds",2000,"carton producto comercializacion carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180022300 linner cmp1219 linner 180022300",1000,"carton producto comercializacion carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180203010 180203010",50,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180203020 180203020",50,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","caja chmsll 180100320 180100320",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","celda chmsll 180100330 180100330",50,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180301660 caja 180301660",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180301670 celda armada 180301670",50,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180100790 caja pequeña de carton bmw 473x704x170mm 180100790 caja pequeña de carton bmw 473x704x170mm",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","180100820 divisor 180100820",50,"carton producto terminado carton","posted","Otros"
"f27592",2021-04-20,"f2759244","65","grupo antolin saltillo","cmp1213 18030081044 caple 18030081044",2000,"carton producto comercializacion carton","posted","Otros"
"f27593",2021-04-21,"f2759345","688151","yanfeng seating mexico","cup holder tote cup holder tote",3,"retornable producto terminado retornable","posted","Empaques Primarios"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","caja rsc 180302840 180302840",70,"carton producto terminado carton","posted","Empaques Primarios"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","celda armada 180302870 180302870",70,"carton producto terminado carton","posted","Otros"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","caja 180022260 180022260",150,"carton producto terminado carton","posted","Empaques Primarios"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","180022270 linner cmp1210 linner 180022270 l42 p",2000,"carton producto comercializacion carton","posted","Otros"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","caja rsc 180020690 180020690",40,"carton producto terminado carton","posted","Empaques Primarios"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","cmp1211 linner 184003040 ds",2000,"carton producto comercializacion carton","posted","Otros"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","180203030 180203030",50,"carton producto terminado carton","posted","Otros"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","180100790 caja pequeña de carton bmw 473x704x170mm 180100790 caja pequeña de carton bmw 473x704x170mm",150,"carton producto terminado carton","posted","Empaques Primarios"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","180100820 divisor 180100820",100,"carton producto terminado carton","posted","Otros"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","180100800 linner bmw cmp1245 liner 180100800 linner bmw",2000,"carton producto comercializacion carton","posted","Otros"
"f27594",2021-04-21,"f2759446","65","grupo antolin saltillo","180201620 divisor 180201620",100,"carton producto terminado carton","posted","Otros"
"f27595",2021-04-21,"f2759547","688151","yanfeng seating mexico","box hr rr box hr rr",25,"carton kit carton","posted","Empaques Primarios"
"f27595",2021-04-21,"f2759547","688151","yanfeng seating mexico","8060705 emp box hr fr",25,"carton kit carton","posted","Empaques Primarios"
"f27595",2021-04-21,"f2759547","688151","yanfeng seating mexico","cmp0106 tarima ducto para p8",50,"carton materia prima carton","posted","Contenedores y Tarimas"
"f27596",2021-04-21,"f2759648","688151","yanfeng seating mexico","cup holder tote cup holder tote",50,"retornable producto terminado retornable","posted","Empaques Primarios"
"f27598",2021-04-21,"f2759850","17","po lighting mexico","n61506809 n61506809 kit",30,"carton kit carton","posted","Kits de Empaque"
"f27599",2021-04-21,"f2759951","17","po lighting mexico","n61506844 caja de carton imc 070 caja carton imc 070 con celda",80,"carton kit carton","posted","Empaques Primarios"
"f27600",2021-04-22,"f2760052","65","grupo antolin saltillo","180100830 180100830",25,"carton producto terminado carton","posted","Otros"
"f27600",2021-04-22,"f2760052","65","grupo antolin saltillo","180100840 180100840",50,"carton producto terminado carton","posted","Otros"
"f27600",2021-04-22,"f2760052","65","grupo antolin saltillo","180100790 caja pequeña de carton bmw 473x704x170mm 180100790 caja pequeña de carton bmw 473x704x170mm",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27600",2021-04-22,"f2760052","65","grupo antolin saltillo","cmp1213 18030081044 caple 18030081044",1000,"carton producto comercializacion carton","posted","Otros"
"f27600",2021-04-22,"f2760052","65","grupo antolin saltillo","180201620 divisor 180201620",100,"carton producto terminado carton","posted","Otros"
"f27601",2021-04-22,"f2760153","59","tokai rika mexico","tr10344 caja icp control estereo p702 tr10344 caja icp control estereo p702",47,"carton producto terminado carton","posted","Empaques Primarios"
"f27601",2021-04-22,"f2760153","59","tokai rika mexico","tr10345 tapa icp control estereo p702 tr10345 tapa icp control estereo p702",47,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27602",2021-04-22,"f2760254","688151","yanfeng seating mexico","kit armrest kit armrest",7,"carton kit carton","posted","Kits de Empaque"
"f27603",2021-04-23,"f2760355","18","yanfeng international automotive technology mexico","y0093059 rejilla tundra ptn24x15x7 7 cell",150,"carton producto terminado carton","posted","Otros"
"f27603",2021-04-23,"f2760355","18","yanfeng international automotive technology mexico","f30008 rejillas de 52 cav 3957150 3957150 ptndt b upr itb 52 cell 3957150 ptndt b upr itb 52 cell",20,"carton producto terminado carton","posted","Otros"
"f27604",2021-04-23,"f2760456","65","grupo antolin saltillo","431208 fs 30 99 0000 00 000 listones triangular corner board 45 corner board 45",200,"carton producto comercializacion carton","posted","Otros"
"f27604",2021-04-23,"f2760456","65","grupo antolin saltillo","caple 180100660 cmp1345 caple 180100660",1000,"carton producto comercializacion carton","posted","Otros"
"f27605",2021-04-23,"f2760557","26","stabilus","3904vz fs 30 99 0000 00 000 tapa box 3904vz box 3904vz",100,"carton producto terminado carton","posted","Empaques Primarios"
"f27606",2021-04-23,"f2760658","26","stabilus","237811 fs 30 99 0000 00 000 carton box 237811 box 237811",40,"carton producto terminado carton","posted","Empaques Primarios"
"f27607",2021-04-23,"f2760759","26","stabilus","428818 as 30 99 0000 00 000 inserto chrysler insert dj 14142 chrysler insert dj 694087",300,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27608",2021-04-23,"f2760860","26","stabilus","425233 fs 30 99 0000 00 000 carton caja triangular de 15 caja triangular de 15",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27608",2021-04-23,"f2760860","26","stabilus","424755 fs 30 99 0000 00 000 carton caja triangular de 24 caja triangular de 24",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","429296 as 30 99 0000 00 000 inserto insert tmc 150 tesla 14783 tmc150 inserto",1080,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27609",2021-04-23,"f2760961","26","stabilus","938591 fs 30 99 0000 00 000 carton box 938591 size 16 13876 16 caja terminada",2390,"carton producto terminado carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","643920 cart som 7468x5690x2921 rsc box 643920 stabomat 13891 643920 stabomat caja",110,"carton producto terminado carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","427384 as 30 99 0000 00 000 carton gaylord array planta 1 kit array alterno",27,"carton kit carton","posted","Kits de Empaque"
"f27609",2021-04-23,"f2760961","26","stabilus","500033 as 30 99 0000 00 000 inserto inserto ford china 500033 17397 500033 ford china inserto",9,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27609",2021-04-23,"f2760961","26","stabilus","048541 fs 30 99 0000 00 000 carton box 048541 imc 120 048541 imc 120 caja sm",34,"carton producto terminado carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","3894vf fs 30 99 0000 00 000 carton corrugado pad 3894vf medium 14452 vf3894 separador",300,"carton producto terminado carton","posted","Materiales de Protección"
"f27609",2021-04-23,"f2760961","26","stabilus","6587rj fs 30 99 0000 00 000 carton corrugado lid 6587rj 14455 6587rj stabomat separador",40,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27609",2021-04-23,"f2760961","26","stabilus","358268 fs 30 99 0000 00 000 carton box 358268 box 358268",200,"carton kit carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","3895va fs 30 99 0000 00 000 carton corrugado pad 3895va large va 3895 large pad",465,"carton producto terminado carton","posted","Materiales de Protección"
"f27609",2021-04-23,"f2760961","26","stabilus","5506kr carton590x380x122rsc box 5506kr kr5506 caja imp azul 1 pieza",135,"carton producto terminado carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","426667 as 30 99 0000 00 000 carton tesla box tmc 070 tesla box tmc 070",185,"carton producto comercializacion carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","939069 fs 30 99 0000 00 000 carton box 939069 34 15676 34 caja terminada",648,"carton producto terminado carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","939308 fs 30 99 0000 00 000 carton box 939308 size 48 48 caja terminada",238,"carton producto terminado carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","427862 as 30 99 0000 00 000 carton nextracker kit copia nextracker kit rev 2",31,"carton kit carton","posted","Kits de Empaque"
"f27609",2021-04-23,"f2760961","26","stabilus","428579 as 30 99 0000 00 000 inserto ford damper 14306 damper ford dtp inserto",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27609",2021-04-23,"f2760961","26","stabilus","3902vi fs 30 99 0000 00 000 fondo box 3902vi box 3902vi",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27609",2021-04-23,"f2760961","26","stabilus","642762 packing sheet 5652x7429 insert 642762 14301 642762 pad sm",88,"carton producto terminado carton","posted","Materiales de Protección"
"f27609",2021-04-23,"f2760961","26","stabilus","560249 as 30 99 0000 00 000 carton box 560249 bmw bmw exportacion box 560249 bmw",2,"carton kit carton","posted","Empaques Primarios"
"f27610",2021-04-23,"f2761062","47","stabilus","226388 fs 30 99 0000 00 000 carton empaque caja backup canastilla gris 15785 back up canastilla gris p3 cable set para canastilla caja",30,"carton producto terminado carton","posted","Empaques Primarios"
"f27611",2021-04-23,"f2761163","47","stabilus","955061 as 30 99 0000 00 000 inserto 13834 955061 charola armada",720,"carton producto terminado carton","posted","Componentes de Empaque"
"f27612",2021-04-23,"f2761264","47","stabilus","928069 fs 30 99 0000 00 000 chattanooga 13833 928069 chattanooga st3 charola armada",576,"carton producto terminado carton","posted","Componentes de Empaque"
"f27613",2021-04-23,"f2761365","47","stabilus","223264 as 30 99 0000 00 000 inserto gm177 13791 gm177 charola armada",2160,"carton producto terminado carton","posted","Componentes de Empaque"
"f27614",2021-04-23,"f2761466","47","stabilus","226388 fs 30 99 0000 00 000 carton empaque caja backup canastilla gris 15785 back up canastilla gris p3 cable set para canastilla caja",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","caja rsc 180302840 180302840",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","celda armada 180302870 180302870",50,"carton producto terminado carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","caja 180022260 180022260",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180022270 linner cmp1210 linner 180022270 l42 p",1000,"carton producto comercializacion carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","caja rsc 180020690 180020690",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","cmp1211 linner 184003040 ds",1000,"carton producto comercializacion carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180003720 caja rsc 180003720 caja rsc",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180022300 linner cmp1219 linner 180022300",1000,"carton producto comercializacion carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180203000 180203000",50,"carton producto terminado carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180100820 divisor 180100820",100,"carton producto terminado carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180100800 linner bmw cmp1245 liner 180100800 linner bmw",2000,"carton producto comercializacion carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180100830 180100830",38,"carton producto terminado carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180100840 180100840",16,"carton producto terminado carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180204660 rsc 180204660",80,"carton producto terminado carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180204690 celda armada 180204690 celda armada",160,"carton producto terminado carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","cmp1233 caple 180204720 divisor",320,"carton producto comercializacion carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180204700 celda armada 180204700 celda armada",160,"carton producto terminado carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180204710 caja puck lamp 180204710",40,"carton producto terminado carton","posted","Empaques Primarios"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180204670 celda armada 180204670 celda armada",200,"carton producto terminado carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","cmp1216 linner 180204730",200,"carton producto comercializacion carton","posted","Otros"
"f27615",2021-04-23,"f2761567","65","grupo antolin saltillo","180205090 ford lamp subassembly rsc",40,"carton producto terminado carton","posted","Otros"
"f27616",2021-04-23,"f2761668","18","yanfeng international automotive technology mexico","3663785 3663785 bx10x105x5 diecut",200,"carton producto terminado carton","posted","Otros"
"f27617",2021-04-23,"f2761769","34","denso mexico","dunnage u725 5x formado de cunas de lona con resaques montado en estructura de plastico corrugado negro + tapas de lona con velcro dunnage cluster u725",160,"retornable producto terminado retornable","posted","Materiales de Protección"
"f27618",2021-04-26,"f2761870","688151","yanfeng seating mexico","kit armrest kit armrest",13,"carton kit carton","posted","Kits de Empaque"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","caja rsc 180302840 180302840",220,"carton producto terminado carton","posted","Empaques Primarios"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","celda armada 180302870 180302870",150,"carton producto terminado carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","caja 180022260 180022260",100,"carton producto terminado carton","posted","Empaques Primarios"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","caja rsc 180020690 180020690",90,"carton producto terminado carton","posted","Empaques Primarios"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","184002850 celda armada 184002850 celda armada",65,"carton producto terminado carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","cmp1211 linner 184003040 ds",4000,"carton producto comercializacion carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180301660 caja 180301660",90,"carton producto terminado carton","posted","Empaques Primarios"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180301670 celda armada 180301670",90,"carton producto terminado carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180100790 caja pequeña de carton bmw 473x704x170mm 180100790 caja pequeña de carton bmw 473x704x170mm",180,"carton producto terminado carton","posted","Empaques Primarios"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180100820 divisor 180100820",100,"carton producto terminado carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180100800 linner bmw cmp1245 liner 180100800 linner bmw",2000,"carton producto comercializacion carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180111990 celda armada 180111990",80,"carton producto terminado carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180203010 180203010",50,"carton producto terminado carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180302860 rsc 180302860",60,"carton producto terminado carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180022270 linner cmp1210 linner 180022270 l42 p",2000,"carton producto comercializacion carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180022300 linner cmp1219 linner 180022300",1000,"carton producto comercializacion carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","180203030 180203030",100,"carton producto terminado carton","posted","Otros"
"f27619",2021-04-26,"f2761971","65","grupo antolin saltillo","caja rsc 180060190 180060190",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27620",2021-04-26,"f2762072","17","po lighting mexico","n61506784 juego de caja burbuja nissan titan y ar",48,"carton kit carton","posted","Empaques Primarios"
"f27620",2021-04-26,"f2762072","17","po lighting mexico","n61506808 n61506808 kit",20,"carton kit carton","posted","Kits de Empaque"
"f27621",2021-04-26,"f2762173","17","po lighting mexico","n61506808 n61506808 kit",10,"carton kit carton","posted","Kits de Empaque"
"f27622",2021-04-26,"f2762274","59","tokai rika mexico","tr12439 caja p558 18841 p558 caja con celda",400,"carton producto terminado carton","posted","Empaques Primarios"
"f27622",2021-04-26,"f2762274","59","tokai rika mexico","tr12440 tapa p558 18842 p558 tapa",400,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27623",2021-04-26,"f2762375","59","tokai rika mexico","tr11910 charola c2 div 20 smooth c32 cavidades 18267 tr11910 u725 dms cambio itb charola con itb",189,"carton producto terminado carton","posted","Componentes de Empaque"
"f27624",2021-04-27,"f2762476","18","yanfeng international automotive technology mexico","f30008 rejillas de 52 cav 3957150 3957150 ptndt b upr itb 52 cell 3957150 ptndt b upr itb 52 cell",40,"carton producto terminado carton","posted","Otros"
"f27625",2021-04-27,"f2762577","ramos ii","yanfeng international automotive technology mexico","y0160010 ptnu725dp ar frt itb 78 u725 dp frt",20,"carton producto terminado carton","posted","Otros"
"f27625",2021-04-27,"f2762577","ramos ii","yanfeng international automotive technology mexico","y0160011 ptnu725dp ar rr itb 78 u725 door panel rear con itb",20,"carton producto terminado carton","posted","Otros"
"f27625",2021-04-27,"f2762577","ramos ii","yanfeng international automotive technology mexico","y0160815 ptnu725fc ar 1tb 18 u725 floor console caja hsc",60,"carton producto terminado carton","posted","Empaques Primarios"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180100800 linner bmw cmp1245 liner 180100800 linner bmw",3000,"carton producto comercializacion carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","caja rsc 180302840 180302840",80,"carton producto terminado carton","posted","Empaques Primarios"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","celda armada 180302870 180302870",90,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","caja 180022260 180022260",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180022270 linner cmp1210 linner 180022270 l42 p",2000,"carton producto comercializacion carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180003720 caja rsc 180003720 caja rsc",100,"carton producto terminado carton","posted","Empaques Primarios"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180203000 180203000",40,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180203030 180203030",50,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180301670 celda armada 180301670",70,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180100790 caja pequeña de carton bmw 473x704x170mm 180100790 caja pequeña de carton bmw 473x704x170mm",150,"carton producto terminado carton","posted","Empaques Primarios"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180100820 divisor 180100820",100,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180111940 caja 180111940",150,"carton producto terminado carton","posted","Empaques Primarios"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180111990 celda armada 180111990",150,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180112030 celda armada 180112030 celda armada",120,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180112040 tapa 180112040",150,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180100840 180100840",30,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","184002850 celda armada 184002850 celda armada",40,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180301660 caja 180301660",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180201580 180201580",20,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180204710 caja puck lamp 180204710",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","180204670 celda armada 180204670 celda armada",250,"carton producto terminado carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","cmp1216 linner 180204730",250,"carton producto comercializacion carton","posted","Otros"
"f27626",2021-04-27,"f2762678","65","grupo antolin saltillo","caja rsc 180060190 180060190",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27627",2021-04-27,"f2762779","17","po lighting mexico","rivian tailgate kit kit rivian tailgate",300,"carton kit carton","posted","Kits de Empaque"
"f27627",2021-04-27,"f2762779","17","po lighting mexico","n61506862 n61506862 kit body side",300,"carton producto terminado carton","posted","Kits de Empaque"
"f27628",2021-04-27,"f2762880","59","tokai rika mexico","tr12437 caja icp 539 caja cs 32ect fc paameri con celda 32ect fe cd539 caja con cleda",240,"carton producto terminado carton","posted","Empaques Primarios"
"f27628",2021-04-27,"f2762880","59","tokai rika mexico","tr12438 tapa icp 539 tapa 24152 en cparton sencillo corrugado 18840 cd539 tapa",240,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27629",2021-04-27,"f2762981","17","po lighting mexico","n61506309 n61506309",35,"carton kit carton","posted","Otros"
"f27629",2021-04-27,"f2762981","17","po lighting mexico","n61506844 caja de carton imc 070 caja carton imc 070 con celda",22,"carton kit carton","posted","Empaques Primarios"
"f27630",2021-04-27,"f2763082","17","po lighting mexico","n61506706 n61506706 celdado",30,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27630",2021-04-27,"f2763082","17","po lighting mexico","n61506729 n61506729 kit",2,"carton kit carton","posted","Kits de Empaque"
"f27630",2021-04-27,"f2763082","17","po lighting mexico","n61506747 n61507747 kit",60,"carton kit carton","posted","Kits de Empaque"
"f27631",2021-04-27,"f2763183","17","po lighting mexico","n61506844 caja de carton imc 070 caja carton imc 070 con celda",58,"carton kit carton","posted","Empaques Primarios"
