Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_ocupada_industria_manufacturera,Poblacion_ocupada,Tasa_de_ocupacion_industria_manufacturera
2011,1,Nacional,Hombres,4424953,28436561,15.5607881
2011,1,Nacional,Mujeres,2519461,16818295,14.9804781
2011,1,Aguascalientes,Hombres,68679,277033,24.79090939
2011,1,Aguascalientes,Mujeres,28915,175410,16.48423693
2011,1,Baja California,Hombres,141854,826138,17.17073903
2011,1,Baja California,Mujeres,96853,486548,19.9061552
2011,1,Baja California Sur,Hombres,15200,174030,8.7341263
2011,1,Baja California Sur,Mujeres,7783,110178,7.064023671
2011,1,Campeche,Hombres,16885,225945,7.473057603
2011,1,Campeche,Mujeres,15513,128879,12.03687179
2011,1,Coahuila,Hombres,185481,710592,26.10232032
2011,1,Coahuila,Mujeres,69971,383547,18.24313578
2011,1,Colima,Hombres,14190,174618,8.126310002
2011,1,Colima,Mujeres,8741,122966,7.108469008
2011,1,Chiapas,Hombres,68624,1272100,5.394544454
2011,1,Chiapas,Mujeres,64166,527915,12.15460822
2011,1,Chihuahua,Hombres,150140,799183,18.7866859
2011,1,Chihuahua,Mujeres,90143,410298,21.97012903
2011,1,Ciudad de México,Hombres,283749,2240004,12.66734345
2011,1,Ciudad de México,Mujeres,173404,1667075,10.40169159
2011,1,Durango,Hombres,67555,392170,17.22594793
2011,1,Durango,Mujeres,26740,194542,13.74510389
2011,1,Guanajuato,Hombres,328260,1240742,26.45674927
2011,1,Guanajuato,Mujeres,173721,854887,20.3209313
2011,1,Guerrero,Hombres,53116,761942,6.971134286
2011,1,Guerrero,Mujeres,83720,528047,15.8546493
2011,1,Hidalgo,Hombres,102987,637709,16.14952902
2011,1,Hidalgo,Mujeres,64572,385997,16.72862742
2011,1,Jalisco,Hombres,369043,1923841,19.18261436
2011,1,Jalisco,Mujeres,195850,1241434,15.77611053
2011,1,México,Hombres,696817,3955142,17.61800208
2011,1,México,Mujeres,335582,2159862,15.53719636
2011,1,Michoacán,Hombres,163234,1114376,14.64801826
2011,1,Michoacán,Mujeres,57844,588678,9.826084889
2011,1,Morelos,Hombres,60459,451890,13.37914094
2011,1,Morelos,Mujeres,32797,291951,11.23373443
2011,1,Nayarit,Hombres,27833,301551,9.229947836
2011,1,Nayarit,Mujeres,17791,181967,9.777047487
2011,1,Nuevo León,Hombres,311231,1293276,24.06531939
2011,1,Nuevo León,Mujeres,129063,745100,17.32156757
2011,1,Oaxaca,Hombres,71085,915276,7.766509774
2011,1,Oaxaca,Mujeres,107470,574781,18.69755611
2011,1,Puebla,Hombres,211687,1360093,15.56415627
2011,1,Puebla,Mujeres,144770,885892,16.34172111
2011,1,Querétaro,Hombres,105649,440656,23.97539123
2011,1,Querétaro,Mujeres,58078,285230,20.36181327
2011,1,Quintana Roo,Hombres,22625,398720,5.674408106
2011,1,Quintana Roo,Mujeres,12573,248467,5.060229326
2011,1,San Luis Potosí,Hombres,114408,637265,17.9529709
2011,1,San Luis Potosí,Mujeres,62567,364674,17.15696759
2011,1,Sinaloa,Hombres,71333,732246,9.741671515
2011,1,Sinaloa,Mujeres,43284,425467,10.17329194
2011,1,Sonora,Hombres,107468,651598,16.49299108
2011,1,Sonora,Mujeres,84811,410222,20.67441532
2011,1,Tabasco,Hombres,39473,567524,6.955300569
2011,1,Tabasco,Mujeres,20009,285770,7.001784652
2011,1,Tamaulipas,Hombres,169503,844004,20.08319866
2011,1,Tamaulipas,Mujeres,90292,479130,18.84498988
2011,1,Tlaxcala,Hombres,58803,268869,21.87050199
2011,1,Tlaxcala,Mujeres,41891,172606,24.26972411
2011,1,Veracruz,Hombres,200331,1956302,10.2402901
2011,1,Veracruz,Mujeres,79040,968722,8.159203569
2011,1,Yucatán,Hombres,84595,548576,15.42083503
2011,1,Yucatán,Mujeres,76107,344818,22.07164359
2011,1,Zacatecas,Hombres,42656,343150,12.43071543
2011,1,Zacatecas,Mujeres,25400,187235,13.56583972
2011,2,Nacional,Hombres,4540303,28805750,15.76179409
2011,2,Nacional,Mujeres,2613224,17309940,15.096667
2011,2,Aguascalientes,Hombres,65342,280600,23.28652887
2011,2,Aguascalientes,Mujeres,29877,176193,16.95697332
2011,2,Baja California,Hombres,155989,839093,18.59019203
2011,2,Baja California,Mujeres,113353,500895,22.63009214
2011,2,Baja California Sur,Hombres,15161,176660,8.582021963
2011,2,Baja California Sur,Mujeres,6775,111789,6.060524739
2011,2,Campeche,Hombres,15695,226184,6.939040781
2011,2,Campeche,Mujeres,13756,126055,10.91269684
2011,2,Coahuila,Hombres,185586,733010,25.31834491
2011,2,Coahuila,Mujeres,73811,413992,17.82908848
2011,2,Colima,Hombres,13971,178995,7.805245957
2011,2,Colima,Mujeres,9055,127325,7.111721971
2011,2,Chiapas,Hombres,68226,1292604,5.278182645
2011,2,Chiapas,Mujeres,65218,557896,11.6899924
2011,2,Chihuahua,Hombres,173504,834167,20.79967201
2011,2,Chihuahua,Mujeres,104888,408287,25.68977215
2011,2,Ciudad de México,Hombres,278540,2244521,12.40977474
2011,2,Ciudad de México,Mujeres,156434,1721266,9.088310581
2011,2,Durango,Hombres,63777,399115,15.97960488
2011,2,Durango,Mujeres,29064,218661,13.29180787
2011,2,Guanajuato,Hombres,341055,1295922,26.31755615
2011,2,Guanajuato,Mujeres,167349,846538,19.76863413
2011,2,Guerrero,Hombres,54415,819694,6.638452886
2011,2,Guerrero,Mujeres,90580,555344,16.31061108
2011,2,Hidalgo,Hombres,96748,645375,14.99097424
2011,2,Hidalgo,Mujeres,64078,386223,16.59093322
2011,2,Jalisco,Hombres,377160,1921115,19.63234892
2011,2,Jalisco,Mujeres,204508,1240414,16.48707609
2011,2,México,Hombres,803371,4003664,20.06589464
2011,2,México,Mujeres,326464,2202626,14.82158115
2011,2,Michoacán,Hombres,156752,1165433,13.45010824
2011,2,Michoacán,Mujeres,80730,641150,12.59143726
2011,2,Morelos,Hombres,55320,452806,12.2171526
2011,2,Morelos,Mujeres,31933,295865,10.7930982
2011,2,Nayarit,Hombres,23793,287492,8.276056377
2011,2,Nayarit,Mujeres,17361,179118,9.692493217
2011,2,Nuevo León,Hombres,309172,1284417,24.07099875
2011,2,Nuevo León,Mujeres,129391,760128,17.02226467
2011,2,Oaxaca,Hombres,72578,931546,7.791134308
2011,2,Oaxaca,Mujeres,113223,609444,18.578081
2011,2,Puebla,Hombres,223818,1385334,16.15624824
2011,2,Puebla,Mujeres,167842,938454,17.88494694
2011,2,Querétaro,Hombres,100778,441305,22.83636034
2011,2,Querétaro,Mujeres,56060,287179,19.52092597
2011,2,Quintana Roo,Hombres,27807,408956,6.799508994
2011,2,Quintana Roo,Mujeres,15792,256376,6.159702936
2011,2,San Luis Potosí,Hombres,106224,621015,17.10490085
2011,2,San Luis Potosí,Mujeres,55390,374938,14.77310915
2011,2,Sinaloa,Hombres,67861,720701,9.415971395
2011,2,Sinaloa,Mujeres,48136,429847,11.19840315
2011,2,Sonora,Hombres,114340,663202,17.2405994
2011,2,Sonora,Mujeres,97526,417783,23.34369757
2011,2,Tabasco,Hombres,42046,570612,7.3685797
2011,2,Tabasco,Mujeres,19850,284221,6.984001886
2011,2,Tamaulipas,Hombres,146093,822154,17.76954196
2011,2,Tamaulipas,Mujeres,85367,530029,16.10609985
2011,2,Tlaxcala,Hombres,57777,278143,20.77240844
2011,2,Tlaxcala,Mujeres,39696,170448,23.28921431
2011,2,Veracruz,Hombres,201140,1958855,10.26824344
2011,2,Veracruz,Mujeres,97632,983789,9.924079249
2011,2,Yucatán,Hombres,88418,558199,15.83987073
2011,2,Yucatán,Mujeres,79093,359498,22.00095689
2011,2,Zacatecas,Hombres,37846,364861,10.37271728
2011,2,Zacatecas,Mujeres,22992,198169,11.60221831
2011,3,Nacional,Hombres,4464565,29098057,15.34317223
2011,3,Nacional,Mujeres,2611249,17473933,14.94368211
2011,3,Aguascalientes,Hombres,62327,281390,22.14968549
2011,3,Aguascalientes,Mujeres,29151,176767,16.49120028
2011,3,Baja California,Hombres,162284,831176,19.52462535
2011,3,Baja California,Mujeres,103734,515969,20.10469621
2011,3,Baja California Sur,Hombres,13962,178393,7.826540279
2011,3,Baja California Sur,Mujeres,8303,113674,7.304220842
2011,3,Campeche,Hombres,14353,228773,6.2739047
2011,3,Campeche,Mujeres,16052,126536,12.6857179
2011,3,Coahuila,Hombres,189725,745620,25.44526703
2011,3,Coahuila,Mujeres,81176,427646,18.98205525
2011,3,Colima,Hombres,14345,180560,7.944727514
2011,3,Colima,Mujeres,9744,128001,7.612440528
2011,3,Chiapas,Hombres,73225,1279695,5.722066586
2011,3,Chiapas,Mujeres,58259,528376,11.02604963
2011,3,Chihuahua,Hombres,182856,836294,21.86503789
2011,3,Chihuahua,Mujeres,107934,408485,26.42300207
2011,3,Ciudad de México,Hombres,280873,2287941,12.2762344
2011,3,Ciudad de México,Mujeres,163965,1736204,9.443878715
2011,3,Durango,Hombres,60795,403221,15.07733972
2011,3,Durango,Mujeres,29641,212327,13.96007102
2011,3,Guanajuato,Hombres,358301,1345042,26.63864772
2011,3,Guanajuato,Mujeres,181963,849881,21.41040922
2011,3,Guerrero,Hombres,39595,834299,4.745900451
2011,3,Guerrero,Mujeres,72585,546299,13.28668
2011,3,Hidalgo,Hombres,102445,689742,14.85265505
2011,3,Hidalgo,Mujeres,61404,407478,15.06927981
2011,3,Jalisco,Hombres,337458,1954250,17.26790329
2011,3,Jalisco,Mujeres,207782,1285880,16.15873954
2011,3,México,Hombres,768339,4006193,19.17878145
2011,3,México,Mujeres,343774,2281213,15.06978963
2011,3,Michoacán,Hombres,138901,1188274,11.68930735
2011,3,Michoacán,Mujeres,85580,636474,13.4459538
2011,3,Morelos,Hombres,51111,456431,11.19796859
2011,3,Morelos,Mujeres,32590,302546,10.77191568
2011,3,Nayarit,Hombres,25015,284031,8.807137249
2011,3,Nayarit,Mujeres,14680,171301,8.569710626
2011,3,Nuevo León,Hombres,320268,1310079,24.44646468
2011,3,Nuevo León,Mujeres,124207,752547,16.50488275
2011,3,Oaxaca,Hombres,77815,945799,8.227435216
2011,3,Oaxaca,Mujeres,121372,635942,19.08538829
2011,3,Puebla,Hombres,245250,1426276,17.19512913
2011,3,Puebla,Mujeres,155963,903975,17.25302138
2011,3,Querétaro,Hombres,102696,450006,22.82102905
2011,3,Querétaro,Mujeres,53007,285094,18.592815
2011,3,Quintana Roo,Hombres,21299,407647,5.224863669
2011,3,Quintana Roo,Mujeres,13047,253156,5.153739196
2011,3,San Luis Potosí,Hombres,96709,625121,15.47044492
2011,3,San Luis Potosí,Mujeres,51564,365616,14.10332152
2011,3,Sinaloa,Hombres,62291,708257,8.794971317
2011,3,Sinaloa,Mujeres,44254,417631,10.59643561
2011,3,Sonora,Hombres,118638,686195,17.28925451
2011,3,Sonora,Mujeres,88897,430119,20.66800118
2011,3,Tabasco,Hombres,37771,553935,6.818670061
2011,3,Tabasco,Mujeres,19611,291842,6.71973191
2011,3,Tamaulipas,Hombres,140541,822748,17.08190114
2011,3,Tamaulipas,Mujeres,85286,529774,16.09856278
2011,3,Tlaxcala,Hombres,57261,283227,20.21735216
2011,3,Tlaxcala,Mujeres,44922,185142,24.26353826
2011,3,Veracruz,Hombres,186250,1934845,9.62609408
2011,3,Veracruz,Mujeres,104846,1013356,10.3464133
2011,3,Yucatán,Hombres,85715,552351,15.51821215
2011,3,Yucatán,Mujeres,73894,354144,20.86552363
2011,3,Zacatecas,Hombres,36151,380246,9.507266349
2011,3,Zacatecas,Mujeres,22062,200538,11.00140622
2011,4,Nacional,Hombres,4572304,29163256,15.67830423
2011,4,Nacional,Mujeres,2645672,18331978,14.4320051
2011,4,Aguascalientes,Hombres,60216,290780,20.70843937
2011,4,Aguascalientes,Mujeres,30509,189644,16.08751134
2011,4,Baja California,Hombres,148452,845908,17.54942618
2011,4,Baja California,Mujeres,99445,540064,18.41355839
2011,4,Baja California Sur,Hombres,15686,187540,8.364082329
2011,4,Baja California Sur,Mujeres,6786,123541,5.492913284
2011,4,Campeche,Hombres,16686,228773,7.293692875
2011,4,Campeche,Mujeres,17297,132353,13.06883864
2011,4,Coahuila,Hombres,191716,754168,25.42086113
2011,4,Coahuila,Mujeres,85241,431788,19.74140087
2011,4,Colima,Hombres,12762,181188,7.043512815
2011,4,Colima,Mujeres,11073,128853,8.593513539
2011,4,Chiapas,Hombres,68324,1262775,5.410623429
2011,4,Chiapas,Mujeres,57905,559816,10.34357718
2011,4,Chihuahua,Hombres,192198,849314,22.62979299
2011,4,Chihuahua,Mujeres,104186,455468,22.87449393
2011,4,Ciudad de México,Hombres,271988,2309387,11.77749766
2011,4,Ciudad de México,Mujeres,166562,1813762,9.183233522
2011,4,Durango,Hombres,59032,417884,14.12640829
2011,4,Durango,Mujeres,31957,236545,13.50990298
2011,4,Guanajuato,Hombres,365344,1360625,26.85118971
2011,4,Guanajuato,Mujeres,180880,896771,20.17014377
2011,4,Guerrero,Hombres,49575,830660,5.968145812
2011,4,Guerrero,Mujeres,72635,581241,12.49653758
2011,4,Hidalgo,Hombres,99901,673310,14.83729634
2011,4,Hidalgo,Mujeres,56771,391419,14.5038948
2011,4,Jalisco,Hombres,366884,1918384,19.12463824
2011,4,Jalisco,Mujeres,215595,1324687,16.27516538
